<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.11.01	06:55:00	19972.83	19973.20	19962.20	19963.95	285	0	160
2024.11.01	07:00:00	19964.58	19969.20	19961.70	19965.83	275	0	160
2024.11.01	07:05:00	19966.58	19968.20	19964.83	19965.08	213	0	160
2024.11.01	07:10:00	19965.45	19969.58	19963.20	19968.33	190	0	160
2024.11.01	07:15:00	19968.70	19970.20	19965.45	19966.33	170	0	160
2024.11.01	07:20:00	19966.45	19969.20	19964.33	19964.95	182	0	160
2024.11.01	07:25:00	19965.08	19972.83	19964.45	19969.45	224	0	160
2024.11.01	07:30:00	19969.20	19970.45	19966.33	19969.83	177	0	160
2024.11.01	07:35:00	19969.58	19975.70	19968.95	19974.33	200	0	160
2024.11.01	07:40:00	19974.20	19977.08	19970.70	19972.83	190	0	160
2024.11.01	07:45:00	19973.33	19973.33	19955.45	19955.83	276	0	160
2024.11.01	07:50:00	19955.58	19966.58	19950.95	19956.08	385	0	160
2024.11.01	07:55:00	19955.83	19959.20	19952.58	19958.70	261	0	160
2024.11.01	08:00:00	19958.33	19960.08	19954.20	19958.58	430	0	160
2024.11.01	08:05:00	19958.45	19970.70	19958.45	19964.33	379	0	160
2024.11.01	08:10:00	19964.45	19974.70	19961.70	19973.58	396	0	160
2024.11.01	08:15:00	19973.20	19986.58	19970.08	19985.83	418	0	160
2024.11.01	08:20:00	19985.70	19989.95	19984.33	19987.33	397	0	160
2024.11.01	08:25:00	19987.83	19995.08	19983.45	19995.08	363	0	160
2024.11.01	08:30:00	19995.20	20002.08	19992.33	19996.08	427	0	160
2024.11.01	08:35:00	19996.20	20002.58	19994.95	20000.83	335	0	160
2024.11.01	08:40:00	20001.58	20001.83	19995.95	19996.83	279	0	160
2024.11.01	08:45:00	19997.33	20004.20	19993.70	20000.20	414	0	160
2024.11.01	08:50:00	19999.83	20000.45	19986.58	19992.58	402	0	160
2024.11.01	08:55:00	19992.70	20002.20	19990.83	19998.08	391	0	160
2024.11.01	09:00:00	19999.08	20000.95	19992.08	19996.45	378	0	160
2024.11.01	09:05:00	19996.08	19996.83	19988.58	19992.33	414	0	160
2024.11.01	09:10:00	19992.20	19993.33	19988.08	19988.08	282	0	160
2024.11.01	09:15:00	19988.33	19989.83	19978.08	19980.45	292	0	160
2024.11.01	09:20:00	19980.20	19985.70	19968.83	19968.95	340	0	160
2024.11.01	09:25:00	19969.08	19972.58	19960.45	19967.33	432	0	160
2024.11.01	09:30:00	19967.45	19974.20	19961.08	19962.83	311	0	160
2024.11.01	09:35:00	19964.33	19968.08	19963.58	19964.95	256	0	160
2024.11.01	09:40:00	19965.45	19969.70	19964.08	19968.33	241	0	160
2024.11.01	09:45:00	19968.58	19975.20	19956.08	19956.08	305	0	160
2024.11.01	09:50:00	19955.08	19962.58	19939.95	19948.95	454	0	160
2024.11.01	09:55:00	19949.58	19954.20	19946.33	19953.33	321	0	160
2024.11.01	10:00:00	19953.58	19965.58	19950.08	19963.20	477	0	160
2024.11.01	10:05:00	19963.08	19969.58	19946.08	19950.95	501	0	160
2024.11.01	10:10:00	19950.45	19956.95	19949.33	19954.45	350	0	160
2024.11.01	10:15:00	19954.33	19970.45	19952.95	19959.83	398	0	160
2024.11.01	10:20:00	19960.08	19960.58	19947.70	19949.33	357	0	160
2024.11.01	10:25:00	19949.58	19954.95	19932.95	19936.20	430	0	160
2024.11.01	10:30:00	19936.95	19948.20	19935.45	19945.08	541	0	160
2024.11.01	10:35:00	19944.95	19949.08	19938.45	19947.83	425	0	160
2024.11.01	10:40:00	19946.33	19954.45	19942.58	19952.58	345	0	160
2024.11.01	10:45:00	19952.08	19965.95	19951.45	19960.20	416	0	160
2024.11.01	10:50:00	19960.58	19974.70	19958.58	19966.20	497	0	160
2024.11.01	10:55:00	19966.58	19975.70	19965.20	19967.58	502	0	160
2024.11.01	11:00:00	19966.58	19993.95	19963.33	19993.58	790	0	160
2024.11.01	11:05:00	19992.33	19993.70	19980.20	19981.33	761	0	160
2024.11.01	11:10:00	19980.83	19990.58	19975.83	19986.08	735	0	160
2024.11.01	11:15:00	19986.08	19988.83	19976.20	19978.20	606	0	160
2024.11.01	11:20:00	19979.20	19985.20	19972.58	19975.58	538	0	160
2024.11.01	11:25:00	19977.95	19984.20	19971.20	19983.70	573	0	160
2024.11.01	11:30:00	19980.95	19985.70	19973.83	19980.33	541	0	160
2024.11.01	11:35:00	19980.20	19989.70	19971.95	19983.83	559	0	160
2024.11.01	11:40:00	19983.58	19985.33	19970.20	19981.83	494	0	160
2024.11.01	11:45:00	19980.83	19981.58	19969.33	19971.33	449	0	160
2024.11.01	11:50:00	19971.08	19978.08	19969.45	19970.58	421	0	160
2024.11.01	11:55:00	19971.20	19975.58	19959.83	19974.08	451	0	160
2024.11.01	12:00:00	19974.58	19978.83	19969.95	19972.95	482	0	160
2024.11.01	12:05:00	19973.20	19980.20	19967.08	19979.08	460	0	160
2024.11.01	12:10:00	19978.95	19986.20	19975.33	19986.08	384	0	160
2024.11.01	12:15:00	19986.58	19987.20	19973.33	19982.58	490	0	160
2024.11.01	12:20:00	19982.33	19987.58	19980.70	19985.58	337	0	160
2024.11.01	12:25:00	19985.58	19990.08	19983.20	19986.58	332	0	160
2024.11.01	12:30:00	19987.20	19987.20	19972.08	19974.70	477	0	160
2024.11.01	12:35:00	19974.83	19979.20	19967.08	19969.58	436	0	160
2024.11.01	12:40:00	19968.95	19973.83	19966.33	19970.95	425	0	160
2024.11.01	12:45:00	19971.20	19974.70	19966.33	19968.08	400	0	160
2024.11.01	12:50:00	19967.70	19972.33	19965.08	19971.08	283	0	160
2024.11.01	12:55:00	19970.95	19973.83	19969.33	19972.58	296	0	160
2024.11.01	13:00:00	19973.20	19979.70	19966.58	19979.33	418	0	160
2024.11.01	13:05:00	19979.20	19982.70	19975.83	19981.33	307	0	160
2024.11.01	13:10:00	19981.58	19984.20	19978.45	19979.20	310	0	160
2024.11.01	13:15:00	19979.45	19982.83	19975.95	19982.33	291	0	160
2024.11.01	13:20:00	19982.83	19986.20	19979.08	19979.20	276	0	160
2024.11.01	13:25:00	19979.33	19989.33	19979.08	19983.08	335	0	160
2024.11.01	13:30:00	19983.83	19989.20	19982.83	19984.33	328	0	160
2024.11.01	13:35:00	19984.33	19984.95	19977.70	19979.58	349	0	160
2024.11.01	13:40:00	19979.70	19982.20	19976.33	19978.70	347	0	160
2024.11.01	13:45:00	19980.20	19985.83	19980.08	19985.45	308	0	160
2024.11.01	13:50:00	19986.20	19998.45	19982.58	19997.95	400	0	160
2024.11.01	13:55:00	19998.08	19998.33	19988.08	19989.70	386	0	160
2024.11.01	14:00:00	19989.33	19993.33	19981.08	19984.20	436	0	160
2024.11.01	14:05:00	19984.45	19986.20	19970.58	19974.45	435	0	160
2024.11.01	14:10:00	19973.70	19984.45	19971.70	19983.45	395	0	160
2024.11.01	14:15:00	19983.33	19990.33	19983.33	19987.08	328	0	160
2024.11.01	14:20:00	19987.33	19992.58	19983.83	19990.45	371	0	160
2024.11.01	14:25:00	19990.33	19993.83	19985.70	19989.95	332	0	160
2024.11.01	14:30:00	19990.33	19996.45	19989.83	19994.95	342	0	160
2024.11.01	14:35:00	19994.45	20001.45	19994.08	19999.83	385	0	160
2024.11.01	14:40:00	19999.95	20008.70	19998.70	19999.33	372	0	160
2024.11.01	14:45:00	19999.70	19999.83	19979.95	19987.58	508	0	160
2024.11.01	14:50:00	19987.08	19994.33	19985.70	19989.45	419	0	160
2024.11.01	14:55:00	19989.83	19995.20	19985.83	19987.20	364	0	160
2024.11.01	15:00:00	19989.33	19997.33	19988.20	19993.70	547	0	160
2024.11.01	15:05:00	19993.95	19995.45	19988.33	19988.58	446	0	160
2024.11.01	15:10:00	19989.45	19996.70	19988.70	19993.70	430	0	160
2024.11.01	15:15:00	19993.33	19998.33	19989.58	19994.58	492	0	160
2024.11.01	15:20:00	19994.33	19998.20	19991.20	19995.45	470	0	160
2024.11.01	15:25:00	19995.70	19996.33	19973.95	19973.95	540	0	160
2024.11.01	15:30:00	19977.45	20022.20	19959.70	20007.58	1156	0	160
2024.11.01	15:35:00	20006.45	20024.08	19989.83	19998.20	859	0	160
2024.11.01	15:40:00	19997.83	20015.58	19997.45	20012.95	851	0	160
2024.11.01	15:45:00	20012.58	20012.70	19983.20	19992.20	887	0	160
2024.11.01	15:50:00	19991.70	20007.08	19984.95	20004.70	777	0	160
2024.11.01	15:55:00	20005.08	20009.33	19989.08	19991.70	750	0	160
2024.11.01	16:00:00	19990.95	19991.58	19969.20	19972.70	819	0	160
2024.11.01	16:05:00	19973.45	19984.83	19961.45	19983.95	803	0	160
2024.11.01	16:10:00	19984.08	19985.33	19970.45	19973.95	795	0	160
2024.11.01	16:15:00	19974.20	19977.95	19968.58	19975.45	676	0	160
2024.11.01	16:20:00	19975.20	19975.70	19954.95	19966.83	763	0	160
2024.11.01	16:25:00	19964.70	19970.45	19942.83	19947.58	912	0	160
2024.11.01	16:30:00	19946.70	19993.75	19933.50	19986.38	1384	0	100
2024.11.01	16:35:00	19987.00	19999.13	19951.88	19997.75	1377	0	100
2024.11.01	16:40:00	19998.13	20042.38	19997.50	20027.63	1331	0	100
2024.11.01	16:45:00	20026.50	20030.75	20003.88	20029.25	1326	0	100
2024.11.01	16:50:00	20027.13	20049.50	20016.63	20030.00	1312	0	100
2024.11.01	16:55:00	20030.50	20053.63	20030.38	20044.95	1192	0	100
2024.11.01	17:00:00	20050.20	20060.38	20014.88	20014.88	1356	0	100
2024.11.01	17:05:00	20014.88	20069.25	20011.00	20053.63	1345	0	100
2024.11.01	17:10:00	20052.88	20099.63	20051.25	20093.38	1270	0	100
2024.11.01	17:15:00	20093.88	20123.38	20088.38	20112.25	1280	0	100
2024.11.01	17:20:00	20111.88	20133.37	20105.75	20124.35	1274	0	100
2024.11.01	17:25:00	20124.11	20148.44	20118.86	20148.44	1265	0	100
2024.11.01	17:30:00	20148.81	20153.92	20126.47	20138.08	1295	0	100
2024.11.01	17:35:00	20138.21	20140.87	20108.58	20121.02	1266	0	100
2024.11.01	17:40:00	20122.01	20127.16	20059.34	20076.82	1328	0	100
2024.11.01	17:45:00	20075.95	20085.19	20038.34	20083.82	1328	0	100
2024.11.01	17:50:00	20083.95	20084.94	20054.65	20071.72	1320	0	100
2024.11.01	17:55:00	20071.10	20113.90	20065.77	20113.90	1287	0	100
2024.11.01	18:00:00	20111.67	20121.63	20099.55	20120.76	1266	0	100
2024.11.01	18:05:00	20121.13	20121.75	20093.29	20102.03	1311	0	100
2024.11.01	18:10:00	20102.78	20144.20	20099.29	20143.21	1260	0	100
2024.11.01	18:15:00	20143.95	20151.21	20126.00	20137.79	1233	0	100
2024.11.01	18:20:00	20137.30	20145.27	20110.86	20145.27	1198	0	100
2024.11.01	18:25:00	20144.77	20164.88	20135.52	20160.69	1162	0	100
2024.11.01	18:30:00	20161.43	20164.40	20136.37	20141.76	1211	0	100
2024.11.01	18:35:00	20142.01	20143.44	20124.68	20136.44	1228	0	100
2024.11.01	18:40:00	20136.56	20144.62	20116.55	20121.26	1200	0	100
2024.11.01	18:45:00	20122.75	20132.05	20106.20	20110.32	1212	0	100
2024.11.01	18:50:00	20110.44	20113.99	20087.18	20109.06	1261	0	100
2024.11.01	18:55:00	20109.19	20110.68	20092.75	20101.45	1232	0	100
2024.11.01	19:00:00	20101.32	20125.73	20095.39	20119.49	1193	0	100
2024.11.01	19:05:00	20118.75	20126.49	20109.29	20126.49	1135	0	100
2024.11.01	19:10:00	20126.49	20131.52	20119.44	20122.30	1118	0	100
2024.11.01	19:15:00	20124.03	20126.38	20105.70	20122.53	1139	0	100
2024.11.01	19:20:00	20122.78	20123.51	20101.39	20117.68	1110	0	100
2024.11.01	19:25:00	20117.93	20117.93	20096.16	20098.90	1098	0	100
2024.11.01	19:30:00	20099.27	20129.91	20096.41	20128.42	1151	0	100
2024.11.01	19:35:00	20128.91	20130.65	20113.51	20126.29	1091	0	100
2024.11.01	19:40:00	20125.17	20125.41	20072.96	20076.48	1179	0	100
2024.11.01	19:45:00	20076.61	20101.86	20071.00	20090.96	1263	0	100
2024.11.01	19:50:00	20090.72	20102.97	20084.71	20093.30	1177	0	100
2024.11.01	19:55:00	20092.55	20100.24	20075.97	20088.90	1165	0	100
2024.11.01	20:00:00	20089.15	20095.33	20078.59	20085.43	1138	0	100
2024.11.01	20:05:00	20084.93	20085.68	20048.28	20061.37	1190	0	100
2024.11.01	20:10:00	20059.14	20088.88	20051.55	20084.41	1188	0	100
2024.11.01	20:15:00	20084.66	20100.62	20083.30	20095.53	1104	0	100
2024.11.01	20:20:00	20095.16	20125.95	20094.29	20115.85	1114	0	100
2024.11.01	20:25:00	20115.98	20129.27	20111.28	20122.96	1015	0	100
2024.11.01	20:30:00	20123.21	20125.19	20063.96	20065.74	1224	0	100
2024.11.01	20:35:00	20064.13	20075.97	20047.46	20054.71	1298	0	100
2024.11.01	20:40:00	20053.96	20062.59	20044.00	20049.33	1230	0	100
2024.11.01	20:45:00	20049.45	20065.55	20040.71	20055.36	1215	0	100
2024.11.01	20:50:00	20054.49	20079.06	20053.87	20075.34	1127	0	100
2024.11.01	20:55:00	20075.72	20075.72	20035.84	20037.25	1215	0	100
2024.11.01	21:00:00	20036.75	20058.48	20029.57	20054.20	1187	0	100
2024.11.01	21:05:00	20054.08	20055.68	20017.62	20025.65	1151	0	100
2024.11.01	21:10:00	20024.53	20033.28	20017.75	20030.78	1182	0	100
2024.11.01	21:15:00	20028.42	20039.86	20019.57	20021.23	1120	0	100
2024.11.01	21:20:00	20020.24	20054.02	20008.71	20052.89	1180	0	100
2024.11.01	21:25:00	20053.26	20053.26	20038.94	20040.66	1100	0	100
2024.11.01	21:30:00	20040.91	20045.81	20027.76	20043.23	1142	0	100
2024.11.01	21:35:00	20043.36	20046.45	20034.72	20043.58	1123	0	100
2024.11.01	21:40:00	20043.58	20046.15	20028.61	20043.63	1076	0	100
2024.11.01	21:45:00	20043.38	20058.04	20033.27	20041.99	1110	0	100
2024.11.01	21:50:00	20042.24	20054.50	20037.55	20037.92	1049	0	100
2024.11.01	21:55:00	20038.05	20049.66	20032.04	20045.41	1033	0	100
2024.11.01	22:00:00	20044.41	20048.85	20034.24	20045.51	1028	0	100
2024.11.01	22:05:00	20045.26	20074.33	20040.57	20071.92	1107	0	100
2024.11.01	22:10:00	20072.79	20080.96	20063.60	20080.46	1066	0	100
2024.11.01	22:15:00	20078.23	20078.23	20064.78	20075.78	977	0	100
2024.11.01	22:20:00	20076.53	20078.35	20061.46	20066.83	1059	0	100
2024.11.01	22:25:00	20066.46	20068.21	20036.58	20037.21	1127	0	100
2024.11.01	22:30:00	20037.95	20048.68	20030.73	20043.31	1212	0	100
2024.11.01	22:35:00	20043.06	20048.45	20032.33	20046.35	1148	0	100
2024.11.01	22:40:00	20045.35	20067.82	20041.84	20049.49	1143	0	100
2024.11.01	22:45:00	20047.76	20058.29	20035.72	20036.24	1145	0	100
2024.11.01	22:50:00	20023.46	20041.79	20003.96	20039.31	1289	0	100
2024.11.01	22:55:00	20043.03	20050.46	20022.67	20027.74	1279	0	100
2024.11.01	23:00:00	20026.62	20047.72	20025.88	20031.95	796	0	100
2024.11.01	23:05:00	20031.70	20046.08	20031.33	20045.95	511	0	160
2024.11.01	23:10:00	20045.08	20063.58	20044.70	20055.45	612	0	160
2024.11.01	23:15:00	20055.95	20060.08	20043.83	20049.33	509	0	160
2024.11.01	23:20:00	20049.20	20050.45	20040.08	20041.70	289	0	160
2024.11.01	23:25:00	20042.08	20050.95	20041.95	20049.20	325	0	160
2024.11.01	23:30:00	20048.20	20057.08	20042.58	20050.20	373	0	160
2024.11.01	23:35:00	20050.83	20052.08	20047.58	20049.33	216	0	160
2024.11.01	23:40:00	20048.95	20051.33	20047.45	20050.33	215	0	160
2024.11.01	23:45:00	20048.33	20048.95	20041.83	20042.08	238	0	160
2024.11.04	01:00:00	19975.45	19982.70	19951.70	19981.45	688	0	160
2024.11.04	01:05:00	19982.20	19986.83	19961.20	19976.45	479	0	160
2024.11.04	01:10:00	19976.58	19987.70	19971.70	19980.58	401	0	160
2024.11.04	01:15:00	19980.83	19990.33	19976.20	19990.33	363	0	160
2024.11.04	01:20:00	19989.83	20008.45	19989.33	20001.95	399	0	160
2024.11.04	01:25:00	20002.20	20018.70	19996.70	20015.70	418	0	160
2024.11.04	01:30:00	20015.95	20029.33	20015.83	20020.83	398	0	160
2024.11.04	01:35:00	20020.95	20032.83	20015.45	20027.83	436	0	160
2024.11.04	01:40:00	20027.58	20036.83	20022.83	20030.70	416	0	160
2024.11.04	01:45:00	20030.83	20031.20	20023.08	20027.08	349	0	160
2024.11.04	01:50:00	20026.95	20032.45	20020.58	20020.70	349	0	160
2024.11.04	01:55:00	20020.83	20024.08	20013.83	20014.45	315	0	160
2024.11.04	02:00:00	20015.20	20017.45	19998.20	20006.83	574	0	160
2024.11.04	02:05:00	20006.33	20013.95	20005.08	20009.08	430	0	160
2024.11.04	02:10:00	20008.95	20012.58	20005.33	20009.70	285	0	160
2024.11.04	02:15:00	20008.83	20014.45	20007.58	20012.83	362	0	160
2024.11.04	02:20:00	20012.70	20023.08	20010.33	20018.45	325	0	160
2024.11.04	02:25:00	20018.70	20024.83	20014.08	20015.33	289	0	160
2024.11.04	02:30:00	20015.58	20016.70	20005.58	20013.83	353	0	160
2024.11.04	02:35:00	20013.33	20014.83	20005.33	20006.83	270	0	160
2024.11.04	02:40:00	20006.58	20011.08	20001.70	20003.70	272	0	160
2024.11.04	02:45:00	20003.58	20010.70	20000.58	20007.58	341	0	160
2024.11.04	02:50:00	20006.83	20014.95	20002.58	20013.95	342	0	160
2024.11.04	02:55:00	20013.70	20014.95	20007.58	20008.95	325	0	160
2024.11.04	03:00:00	20008.83	20012.33	20005.33	20010.45	429	0	160
2024.11.04	03:05:00	20009.58	20012.20	20003.33	20010.58	390	0	160
2024.11.04	03:10:00	20010.33	20013.33	20008.08	20009.83	299	0	160
2024.11.04	03:15:00	20009.20	20018.95	20008.45	20018.83	328	0	160
2024.11.04	03:20:00	20018.95	20030.95	20018.95	20029.83	357	0	160
2024.11.04	03:25:00	20029.95	20035.33	20026.08	20026.83	325	0	160
2024.11.04	03:30:00	20026.95	20045.33	20025.83	20043.58	557	0	160
2024.11.04	03:35:00	20043.20	20054.08	20039.70	20040.83	480	0	160
2024.11.04	03:40:00	20041.58	20050.95	20039.58	20048.58	398	0	160
2024.11.04	03:45:00	20047.95	20063.58	20046.95	20062.58	509	0	160
2024.11.04	03:50:00	20062.95	20065.58	20060.45	20063.58	441	0	160
2024.11.04	03:55:00	20063.08	20078.83	20060.95	20069.83	516	0	160
2024.11.04	04:00:00	20069.95	20075.33	20069.33	20073.20	434	0	160
2024.11.04	04:05:00	20073.45	20079.95	20072.33	20075.33	426	0	160
2024.11.04	04:10:00	20075.20	20075.20	20063.08	20064.08	396	0	160
2024.11.04	04:15:00	20064.33	20068.95	20063.70	20068.95	332	0	160
2024.11.04	04:20:00	20068.83	20091.83	20067.58	20089.83	447	0	160
2024.11.04	04:25:00	20089.95	20107.58	20084.95	20106.20	533	0	160
2024.11.04	04:30:00	20109.08	20124.83	20099.20	20100.20	525	0	160
2024.11.04	04:35:00	20100.58	20104.33	20098.58	20102.08	335	0	160
2024.11.04	04:40:00	20101.83	20106.08	20094.95	20097.33	308	0	160
2024.11.04	04:45:00	20097.08	20103.45	20095.58	20099.08	345	0	160
2024.11.04	04:50:00	20099.45	20100.83	20092.20	20092.70	269	0	160
2024.11.04	04:55:00	20092.95	20092.95	20084.83	20090.58	316	0	160
2024.11.04	05:00:00	20090.70	20094.95	20085.58	20090.95	383	0	160
2024.11.04	05:05:00	20090.95	20097.58	20090.58	20096.70	324	0	160
2024.11.04	05:10:00	20096.83	20100.95	20095.08	20097.33	336	0	160
2024.11.04	05:15:00	20098.20	20103.70	20097.45	20102.83	315	0	160
2024.11.04	05:20:00	20102.58	20105.33	20097.20	20101.70	342	0	160
2024.11.04	05:25:00	20102.08	20109.45	20099.83	20108.83	312	0	160
2024.11.04	05:30:00	20108.95	20112.08	20097.70	20102.33	363	0	160
2024.11.04	05:35:00	20102.20	20106.08	20100.33	20102.08	273	0	160
2024.11.04	05:40:00	20102.20	20102.45	20092.70	20095.58	307	0	160
2024.11.04	05:45:00	20095.45	20103.95	20094.58	20100.33	309	0	160
2024.11.04	05:50:00	20100.83	20102.45	20096.20	20096.45	229	0	160
2024.11.04	05:55:00	20096.08	20099.08	20094.58	20098.20	217	0	160
2024.11.04	06:00:00	20097.08	20102.20	20094.83	20101.08	256	0	160
2024.11.04	06:05:00	20100.70	20101.20	20096.95	20100.58	180	0	160
2024.11.04	06:10:00	20100.33	20103.58	20098.45	20102.58	176	0	160
2024.11.04	06:15:00	20102.70	20103.45	20096.45	20096.45	142	0	160
2024.11.04	06:20:00	20096.58	20103.83	20095.20	20103.70	160	0	160
2024.11.04	06:25:00	20104.20	20107.20	20100.45	20106.45	206	0	160
2024.11.04	06:30:00	20107.08	20107.95	20100.20	20100.70	176	0	160
2024.11.04	06:35:00	20100.83	20107.95	20099.58	20107.08	226	0	160
2024.11.04	06:40:00	20107.20	20115.58	20105.95	20115.58	298	0	160
2024.11.04	06:45:00	20115.70	20120.45	20108.45	20110.45	354	0	160
2024.11.04	06:50:00	20110.58	20113.58	20108.33	20109.45	261	0	160
2024.11.04	06:55:00	20110.20	20113.83	20108.70	20113.33	182	0	160
2024.11.04	07:00:00	20112.95	20113.08	20103.08	20107.70	373	0	160
2024.11.04	07:05:00	20107.83	20109.20	20097.70	20100.58	363	0	160
2024.11.04	07:10:00	20100.58	20105.08	20100.58	20103.33	289	0	160
2024.11.04	07:15:00	20103.45	20104.20	20099.33	20100.83	238	0	160
2024.11.04	07:20:00	20100.45	20107.33	20100.33	20102.08	217	0	160
2024.11.04	07:25:00	20102.33	20104.95	20099.83	20104.70	234	0	160
2024.11.04	07:30:00	20105.58	20105.58	20100.58	20102.08	190	0	160
